flight_date,origin,destination,airline,price,currency
2025-08-12,IQQ,CJC,LATAM,56013,CLP
2025-07-02,CJC,PMC,LATAM,65222,CLP
2025-07-12,LSC,SCL,Sky,86056,CLP
2025-07-02,PMC,IQQ,Sky,104727,CLP
2025-07-27,SCL,CJC,Sky,71709,CLP
2025-07-09,ANF,CJC,JetSmart,40566,CLP
2025-08-14,IQQ,PMC,JetSmart,95705,CLP
2025-07-08,SCL,IQQ,JetSmart,18080,CLP
2025-07-09,ANF,IQQ,LATAM,111330,CLP
2025-08-06,LSC,ANF,JetSmart,145659,CLP
2025-08-05,LSC,CJC,JetSmart,45001,CLP
2025-08-09,SCL,ANF,Sky,97132,CLP
2025-07-07,CJC,ANF,Sky,28757,CLP
2025-08-07,CJC,SCL,Sky,47129,CLP
2025-07-24,PMC,CJC,JetSmart,100536,CLP
2025-07-07,PMC,ANF,Sky,60442,CLP
2025-07-30,ANF,PMC,Sky,72165,CLP
2025-07-07,SCL,ANF,JetSmart,98803,CLP
2025-07-21,LSC,SCL,LATAM,90313,CLP
2025-08-09,SCL,IQQ,JetSmart,15402,CLP
2025-08-08,CJC,IQQ,Sky,130702,CLP
2025-07-13,PMC,ANF,JetSmart,127613,CLP
2025-07-07,PMC,SCL,JetSmart,65308,CLP
2025-07-05,LSC,IQQ,LATAM,125853,CLP
2025-08-10,PMC,IQQ,LATAM,116933,CLP
2025-07-17,SCL,IQQ,LATAM,124115,CLP
2025-07-31,CJC,PMC,LATAM,142225,CLP
2025-08-14,IQQ,ANF,Sky,35307,CLP
2025-07-06,ANF,SCL,JetSmart,21343,CLP
2025-08-14,PMC,ANF,Sky,96250,CLP
2025-07-01,IQQ,ANF,JetSmart,134374,CLP
2025-07-15,CJC,SCL,Sky,149639,CLP
2025-07-16,PMC,ANF,Sky,28838,CLP
2025-07-19,IQQ,CJC,LATAM,39766,CLP
2025-07-02,LSC,SCL,Sky,69485,CLP
2025-08-05,SCL,ANF,JetSmart,19557,CLP
2025-08-15,LSC,PMC,Sky,15182,CLP
2025-07-28,IQQ,CJC,JetSmart,18855,CLP
2025-08-03,CJC,IQQ,LATAM,65597,CLP
2025-08-11,PMC,SCL,LATAM,108213,CLP
2025-08-09,LSC,SCL,LATAM,20909,CLP
2025-07-10,IQQ,SCL,LATAM,104468,CLP
2025-07-08,IQQ,LSC,JetSmart,45817,CLP
2025-08-08,IQQ,CJC,Sky,113706,CLP
2025-07-21,SCL,CJC,LATAM,144182,CLP
2025-08-04,CJC,IQQ,JetSmart,56714,CLP
2025-07-22,ANF,CJC,Sky,144878,CLP
2025-07-11,SCL,ANF,Sky,113273,CLP
2025-07-18,ANF,CJC,LATAM,89162,CLP
2025-07-31,ANF,PMC,Sky,22386,CLP
2025-07-17,SCL,ANF,LATAM,61322,CLP
2025-08-07,ANF,PMC,LATAM,74167,CLP
2025-07-14,IQQ,PMC,JetSmart,39271,CLP
2025-08-06,PMC,CJC,JetSmart,141279,CLP
2025-07-15,LSC,IQQ,JetSmart,26420,CLP
2025-07-16,IQQ,LSC,LATAM,99470,CLP
2025-07-24,ANF,PMC,Sky,106430,CLP
2025-08-02,PMC,CJC,LATAM,29943,CLP
2025-07-18,IQQ,LSC,Sky,102788,CLP
2025-08-06,LSC,ANF,LATAM,106843,CLP
2025-08-13,IQQ,PMC,LATAM,48221,CLP
2025-08-06,SCL,LSC,JetSmart,114872,CLP
2025-07-25,CJC,SCL,LATAM,57304,CLP
2025-07-22,CJC,SCL,Sky,17685,CLP
2025-07-21,IQQ,PMC,Sky,136582,CLP
2025-07-18,PMC,IQQ,Sky,115767,CLP
2025-07-30,CJC,PMC,JetSmart,136694,CLP
2025-08-07,IQQ,LSC,LATAM,85307,CLP
2025-08-07,LSC,ANF,LATAM,134915,CLP
2025-08-02,ANF,PMC,JetSmart,30161,CLP
2025-07-20,LSC,ANF,Sky,69472,CLP
2025-07-21,SCL,IQQ,LATAM,18067,CLP
2025-08-06,PMC,IQQ,LATAM,124754,CLP
2025-07-16,PMC,CJC,LATAM,129862,CLP
2025-07-29,CJC,ANF,Sky,90792,CLP
2025-08-04,CJC,ANF,LATAM,143174,CLP
2025-07-02,CJC,SCL,JetSmart,15191,CLP
2025-07-20,CJC,SCL,LATAM,84800,CLP
2025-07-08,ANF,LSC,LATAM,86005,CLP
2025-08-05,LSC,CJC,Sky,137787,CLP
2025-08-03,ANF,SCL,Sky,135854,CLP
2025-08-06,LSC,ANF,LATAM,79723,CLP
2025-07-01,PMC,IQQ,LATAM,129242,CLP
2025-07-22,CJC,ANF,JetSmart,49860,CLP
2025-08-11,CJC,SCL,Sky,89703,CLP
2025-08-13,ANF,SCL,Sky,65267,CLP
2025-07-16,PMC,ANF,LATAM,41775,CLP
2025-07-18,CJC,IQQ,LATAM,128560,CLP
2025-08-07,CJC,LSC,LATAM,105669,CLP
2025-07-09,SCL,ANF,JetSmart,136138,CLP
2025-08-04,PMC,LSC,Sky,62110,CLP
2025-07-03,ANF,IQQ,LATAM,88500,CLP
2025-07-16,LSC,IQQ,JetSmart,102541,CLP
2025-07-22,SCL,LSC,JetSmart,50544,CLP
2025-07-09,SCL,CJC,Sky,61732,CLP
2025-07-26,ANF,IQQ,Sky,30045,CLP
2025-07-13,ANF,PMC,LATAM,142176,CLP
2025-07-12,PMC,SCL,JetSmart,24035,CLP
2025-08-07,CJC,IQQ,Sky,143815,CLP
2025-08-08,ANF,LSC,JetSmart,53396,CLP
2025-08-03,LSC,SCL,LATAM,101159,CLP
2025-07-27,ANF,CJC,LATAM,74701,CLP
2025-08-15,PMC,CJC,LATAM,113685,CLP
2025-07-21,IQQ,LSC,LATAM,145443,CLP
2025-07-19,LSC,ANF,Sky,83282,CLP
2025-07-08,PMC,IQQ,JetSmart,115324,CLP
2025-07-16,LSC,IQQ,Sky,143496,CLP
2025-08-04,ANF,IQQ,Sky,59577,CLP
2025-07-17,CJC,LSC,LATAM,95041,CLP
2025-07-17,ANF,SCL,LATAM,95497,CLP
2025-07-13,CJC,PMC,Sky,73222,CLP
2025-07-26,IQQ,CJC,Sky,95752,CLP
2025-07-16,CJC,SCL,Sky,143949,CLP
2025-07-20,LSC,IQQ,Sky,61775,CLP
2025-07-13,LSC,ANF,LATAM,129198,CLP
2025-08-14,IQQ,SCL,JetSmart,24908,CLP
2025-08-08,ANF,CJC,LATAM,79851,CLP
2025-07-01,IQQ,SCL,LATAM,25520,CLP
2025-07-26,SCL,ANF,LATAM,102451,CLP
2025-07-07,PMC,LSC,Sky,40373,CLP
2025-07-28,CJC,PMC,Sky,137309,CLP
2025-07-09,SCL,LSC,LATAM,135199,CLP
2025-07-09,ANF,IQQ,LATAM,39238,CLP
2025-07-24,LSC,PMC,JetSmart,138821,CLP
2025-07-20,ANF,IQQ,LATAM,44977,CLP
2025-07-09,CJC,ANF,LATAM,146843,CLP
2025-07-17,IQQ,PMC,Sky,88850,CLP
2025-07-10,IQQ,LSC,LATAM,47893,CLP
2025-08-12,PMC,IQQ,JetSmart,137554,CLP
2025-08-14,LSC,SCL,LATAM,132042,CLP
2025-07-06,IQQ,ANF,LATAM,137559,CLP
2025-08-10,SCL,LSC,JetSmart,42468,CLP
2025-07-24,ANF,SCL,JetSmart,89011,CLP
2025-07-05,LSC,CJC,LATAM,149563,CLP
2025-07-17,PMC,LSC,Sky,52277,CLP
2025-07-07,CJC,SCL,LATAM,108725,CLP
2025-07-13,SCL,CJC,JetSmart,60826,CLP
2025-07-24,PMC,IQQ,LATAM,70255,CLP
2025-07-28,IQQ,LSC,JetSmart,114364,CLP
2025-08-12,PMC,ANF,LATAM,23043,CLP
2025-07-06,SCL,PMC,LATAM,142125,CLP
2025-07-19,PMC,LSC,JetSmart,129613,CLP
2025-07-15,LSC,PMC,Sky,15843,CLP
2025-08-12,LSC,ANF,Sky,70696,CLP
2025-08-14,LSC,ANF,JetSmart,53754,CLP
2025-08-03,CJC,LSC,LATAM,104083,CLP
2025-08-01,IQQ,PMC,LATAM,23738,CLP
2025-07-19,CJC,SCL,Sky,114367,CLP
2025-07-04,CJC,PMC,LATAM,102179,CLP
2025-08-01,IQQ,PMC,LATAM,84195,CLP
2025-07-17,SCL,ANF,Sky,105021,CLP
2025-07-12,IQQ,ANF,Sky,92420,CLP
2025-08-05,SCL,LSC,LATAM,149428,CLP
2025-07-24,LSC,IQQ,Sky,102649,CLP
2025-07-15,LSC,IQQ,JetSmart,132257,CLP
2025-07-12,CJC,ANF,Sky,131288,CLP
2025-08-07,CJC,IQQ,Sky,51012,CLP
2025-07-03,ANF,PMC,JetSmart,83655,CLP
2025-08-09,IQQ,PMC,Sky,57385,CLP
2025-07-16,ANF,PMC,Sky,15113,CLP
2025-08-11,CJC,PMC,Sky,69323,CLP
2025-07-10,IQQ,ANF,Sky,91979,CLP
2025-07-10,SCL,LSC,JetSmart,125219,CLP
2025-07-11,IQQ,CJC,Sky,79921,CLP
2025-07-22,ANF,PMC,LATAM,69283,CLP
2025-08-11,LSC,SCL,JetSmart,111200,CLP
2025-08-07,CJC,PMC,Sky,124254,CLP
2025-07-29,IQQ,CJC,JetSmart,32598,CLP
2025-08-06,PMC,CJC,LATAM,146009,CLP
2025-07-15,ANF,LSC,JetSmart,147174,CLP
2025-08-14,PMC,ANF,Sky,146160,CLP
2025-07-20,ANF,SCL,LATAM,64673,CLP
2025-07-17,ANF,PMC,Sky,50923,CLP
2025-07-11,LSC,CJC,JetSmart,40724,CLP
2025-07-30,ANF,PMC,Sky,21750,CLP
2025-07-05,IQQ,CJC,LATAM,52348,CLP
2025-07-09,ANF,PMC,JetSmart,73200,CLP
2025-08-10,SCL,PMC,Sky,40857,CLP
2025-08-04,SCL,PMC,LATAM,92284,CLP
2025-08-11,CJC,PMC,JetSmart,39947,CLP
2025-07-16,IQQ,CJC,JetSmart,33752,CLP
2025-08-04,IQQ,CJC,LATAM,89442,CLP
2025-08-03,PMC,ANF,LATAM,97310,CLP
2025-07-30,LSC,CJC,Sky,59216,CLP
2025-07-02,SCL,CJC,LATAM,45642,CLP
2025-07-24,CJC,LSC,LATAM,25110,CLP
2025-07-03,PMC,IQQ,LATAM,38365,CLP
2025-07-26,PMC,IQQ,LATAM,144560,CLP
2025-07-31,PMC,LSC,JetSmart,89899,CLP
2025-07-23,SCL,ANF,LATAM,134783,CLP
2025-07-19,PMC,SCL,Sky,85553,CLP
2025-07-29,LSC,SCL,LATAM,89606,CLP
2025-07-05,IQQ,ANF,JetSmart,95783,CLP
2025-07-30,CJC,LSC,JetSmart,71948,CLP
2025-08-13,CJC,IQQ,Sky,46795,CLP
2025-08-06,PMC,CJC,Sky,101296,CLP
2025-07-23,CJC,IQQ,JetSmart,101888,CLP
2025-08-04,ANF,IQQ,JetSmart,19778,CLP
2025-08-09,SCL,PMC,LATAM,75884,CLP
2025-07-07,CJC,PMC,Sky,67592,CLP
2025-07-22,PMC,SCL,LATAM,56763,CLP
2025-07-27,PMC,LSC,LATAM,88849,CLP
2025-07-17,ANF,PMC,Sky,19116,CLP
2025-08-12,PMC,CJC,Sky,139515,CLP
2025-07-08,PMC,LSC,Sky,128274,CLP
2025-08-11,CJC,PMC,LATAM,40104,CLP
2025-08-01,PMC,LSC,Sky,15494,CLP
2025-08-01,PMC,IQQ,LATAM,47505,CLP
2025-07-22,PMC,CJC,LATAM,112312,CLP
2025-07-10,PMC,SCL,JetSmart,58899,CLP
2025-07-14,SCL,ANF,Sky,93885,CLP
2025-07-25,LSC,ANF,JetSmart,59939,CLP
2025-07-25,IQQ,SCL,JetSmart,119057,CLP
2025-07-07,IQQ,ANF,Sky,54057,CLP
2025-07-08,IQQ,CJC,Sky,107292,CLP
2025-07-07,CJC,LSC,LATAM,51456,CLP
2025-07-11,ANF,CJC,LATAM,108204,CLP
2025-08-10,LSC,PMC,Sky,121008,CLP
2025-07-02,IQQ,LSC,JetSmart,108556,CLP
2025-07-09,ANF,PMC,Sky,42604,CLP
2025-07-30,LSC,SCL,JetSmart,92328,CLP
2025-07-01,CJC,IQQ,LATAM,52851,CLP
2025-07-16,LSC,PMC,Sky,63939,CLP
2025-08-13,LSC,ANF,LATAM,104262,CLP
2025-07-13,SCL,LSC,JetSmart,61040,CLP
2025-07-07,LSC,SCL,Sky,96055,CLP
2025-07-12,LSC,PMC,Sky,146426,CLP
2025-07-05,LSC,PMC,LATAM,140687,CLP
2025-07-29,CJC,LSC,LATAM,110919,CLP
2025-08-14,ANF,SCL,Sky,75759,CLP
2025-07-02,SCL,PMC,LATAM,42992,CLP
2025-08-06,LSC,IQQ,Sky,104182,CLP
2025-08-03,SCL,CJC,Sky,54007,CLP
2025-07-27,PMC,IQQ,JetSmart,143927,CLP
2025-07-25,SCL,IQQ,JetSmart,95141,CLP
2025-07-08,LSC,PMC,Sky,133740,CLP
2025-07-09,SCL,ANF,Sky,20655,CLP
2025-07-31,PMC,SCL,JetSmart,45770,CLP
2025-07-29,ANF,PMC,LATAM,25618,CLP
2025-07-11,LSC,CJC,Sky,123174,CLP
2025-07-14,SCL,CJC,LATAM,75749,CLP
2025-07-17,PMC,LSC,LATAM,102258,CLP
2025-08-03,SCL,ANF,JetSmart,96337,CLP
2025-07-05,PMC,CJC,Sky,141170,CLP
2025-07-12,SCL,PMC,JetSmart,66092,CLP
2025-08-03,SCL,IQQ,LATAM,140333,CLP
2025-07-25,SCL,PMC,Sky,41289,CLP
2025-07-06,PMC,CJC,Sky,82154,CLP
2025-07-28,ANF,SCL,Sky,93020,CLP
2025-08-02,LSC,ANF,JetSmart,87613,CLP
2025-08-01,SCL,ANF,LATAM,105010,CLP
2025-07-17,CJC,LSC,LATAM,41564,CLP
2025-07-22,IQQ,CJC,JetSmart,30366,CLP
2025-07-04,ANF,IQQ,Sky,54095,CLP
2025-08-03,SCL,PMC,Sky,112545,CLP
2025-08-14,CJC,PMC,Sky,20762,CLP
2025-08-08,IQQ,SCL,Sky,60039,CLP
2025-07-12,LSC,ANF,Sky,118641,CLP
2025-08-15,ANF,LSC,JetSmart,125238,CLP
2025-08-15,ANF,PMC,LATAM,119032,CLP
2025-07-31,IQQ,ANF,Sky,30313,CLP
2025-08-02,PMC,SCL,LATAM,80413,CLP
2025-08-01,IQQ,ANF,JetSmart,131232,CLP
2025-07-04,SCL,ANF,JetSmart,133514,CLP
2025-07-07,CJC,SCL,Sky,40097,CLP
2025-08-07,PMC,LSC,JetSmart,40120,CLP
2025-07-18,SCL,LSC,Sky,79963,CLP
2025-07-25,IQQ,PMC,Sky,17578,CLP
2025-07-29,LSC,ANF,JetSmart,56696,CLP
2025-08-09,LSC,CJC,LATAM,147267,CLP
2025-07-29,IQQ,SCL,Sky,71103,CLP
2025-07-08,ANF,CJC,Sky,75444,CLP
2025-08-06,LSC,CJC,LATAM,26045,CLP
2025-07-04,LSC,IQQ,LATAM,84694,CLP
2025-07-03,CJC,PMC,LATAM,40520,CLP
2025-07-04,SCL,ANF,Sky,96820,CLP
2025-07-11,IQQ,CJC,JetSmart,27242,CLP
2025-07-05,ANF,SCL,LATAM,64335,CLP
2025-07-14,IQQ,ANF,Sky,38338,CLP
2025-07-12,SCL,CJC,Sky,44768,CLP
2025-07-07,ANF,IQQ,JetSmart,84813,CLP
2025-07-11,LSC,CJC,JetSmart,124322,CLP
2025-07-17,ANF,SCL,LATAM,108653,CLP
2025-07-09,CJC,PMC,JetSmart,50374,CLP
2025-07-02,PMC,LSC,LATAM,138233,CLP
2025-07-21,ANF,PMC,JetSmart,45045,CLP
2025-07-14,LSC,IQQ,JetSmart,17945,CLP
2025-07-19,CJC,IQQ,Sky,110822,CLP
2025-07-23,LSC,SCL,JetSmart,57166,CLP
2025-07-24,LSC,PMC,LATAM,138651,CLP
2025-07-26,LSC,SCL,LATAM,87826,CLP
2025-07-25,ANF,SCL,Sky,91444,CLP
2025-07-24,PMC,LSC,Sky,32042,CLP
2025-07-22,LSC,CJC,JetSmart,35870,CLP
2025-07-19,LSC,SCL,Sky,63705,CLP
2025-08-05,PMC,CJC,JetSmart,103034,CLP
2025-07-03,SCL,CJC,LATAM,107939,CLP
2025-07-18,IQQ,ANF,Sky,75448,CLP
2025-07-05,ANF,SCL,JetSmart,75130,CLP
2025-07-05,CJC,LSC,JetSmart,118330,CLP
2025-07-17,ANF,IQQ,Sky,37214,CLP
2025-07-12,CJC,SCL,Sky,30952,CLP
2025-07-20,IQQ,PMC,Sky,59391,CLP
2025-07-01,CJC,LSC,LATAM,85605,CLP
2025-07-25,LSC,PMC,JetSmart,92809,CLP
2025-07-20,CJC,LSC,Sky,81641,CLP
2025-07-08,SCL,CJC,Sky,121870,CLP
2025-07-03,CJC,LSC,Sky,30107,CLP
2025-07-25,LSC,PMC,JetSmart,129661,CLP
2025-07-28,LSC,ANF,LATAM,25745,CLP
2025-07-26,PMC,IQQ,JetSmart,108095,CLP
2025-07-26,CJC,SCL,Sky,111038,CLP
2025-08-12,ANF,CJC,Sky,73954,CLP
2025-08-02,ANF,CJC,LATAM,97780,CLP
2025-07-24,CJC,LSC,JetSmart,15226,CLP
2025-07-25,LSC,PMC,JetSmart,127609,CLP
2025-08-10,CJC,ANF,Sky,38904,CLP
2025-07-01,SCL,ANF,Sky,33051,CLP
2025-07-09,IQQ,SCL,Sky,113980,CLP
2025-08-15,SCL,CJC,LATAM,146606,CLP
2025-07-31,IQQ,CJC,Sky,90332,CLP
2025-08-12,CJC,ANF,JetSmart,21082,CLP
2025-07-20,IQQ,ANF,JetSmart,124281,CLP
2025-07-19,LSC,SCL,JetSmart,97885,CLP
2025-07-05,LSC,IQQ,LATAM,101353,CLP
2025-07-26,ANF,SCL,JetSmart,27737,CLP
2025-08-08,ANF,PMC,Sky,53890,CLP
2025-07-25,LSC,SCL,Sky,81198,CLP
2025-08-13,IQQ,ANF,JetSmart,146727,CLP
2025-07-12,PMC,CJC,JetSmart,33871,CLP
2025-07-16,SCL,CJC,JetSmart,103672,CLP
2025-07-03,LSC,CJC,JetSmart,16789,CLP
2025-08-04,LSC,SCL,LATAM,119516,CLP
2025-07-03,SCL,PMC,LATAM,27718,CLP
2025-08-10,ANF,CJC,JetSmart,80607,CLP
2025-07-14,ANF,SCL,LATAM,63583,CLP
2025-07-12,IQQ,PMC,Sky,19845,CLP
2025-07-25,IQQ,SCL,JetSmart,92175,CLP
2025-08-12,SCL,LSC,Sky,104432,CLP
2025-07-20,PMC,LSC,LATAM,118832,CLP
2025-07-20,IQQ,LSC,JetSmart,74483,CLP
2025-08-05,ANF,SCL,LATAM,73163,CLP
2025-07-26,SCL,LSC,LATAM,106753,CLP
2025-07-06,CJC,SCL,Sky,98828,CLP
2025-07-26,IQQ,ANF,JetSmart,41994,CLP
2025-07-27,ANF,LSC,Sky,61295,CLP
2025-07-14,CJC,ANF,Sky,73125,CLP
2025-07-02,LSC,CJC,LATAM,123668,CLP
2025-07-15,CJC,ANF,Sky,116701,CLP
2025-07-20,CJC,ANF,JetSmart,79049,CLP
2025-08-09,CJC,ANF,Sky,56957,CLP
2025-07-22,LSC,CJC,JetSmart,135209,CLP
2025-08-15,LSC,SCL,LATAM,82420,CLP
2025-07-01,PMC,ANF,JetSmart,133272,CLP
2025-08-02,LSC,SCL,JetSmart,130460,CLP
2025-07-05,ANF,SCL,Sky,85581,CLP
2025-08-01,LSC,CJC,LATAM,95803,CLP
2025-08-03,PMC,LSC,JetSmart,127750,CLP
2025-07-03,SCL,CJC,LATAM,94174,CLP
2025-07-27,SCL,CJC,LATAM,55658,CLP
2025-07-25,CJC,LSC,Sky,120060,CLP
2025-07-27,LSC,IQQ,JetSmart,44508,CLP
2025-08-13,ANF,CJC,JetSmart,28555,CLP
2025-08-12,IQQ,PMC,LATAM,62438,CLP
2025-08-11,IQQ,CJC,JetSmart,84487,CLP
2025-07-19,PMC,SCL,LATAM,136156,CLP
2025-07-23,LSC,CJC,LATAM,28335,CLP
2025-07-07,IQQ,PMC,JetSmart,136911,CLP
2025-07-28,ANF,IQQ,LATAM,44535,CLP
2025-08-06,ANF,CJC,JetSmart,115852,CLP
2025-07-23,SCL,LSC,Sky,30258,CLP
2025-07-06,CJC,LSC,Sky,93554,CLP
2025-07-20,CJC,SCL,JetSmart,76299,CLP
2025-08-11,IQQ,LSC,Sky,53800,CLP
2025-07-11,CJC,IQQ,Sky,21479,CLP
2025-07-28,PMC,LSC,LATAM,117339,CLP
2025-08-11,ANF,CJC,LATAM,98990,CLP
2025-07-12,PMC,ANF,JetSmart,89521,CLP
2025-07-13,ANF,PMC,Sky,52671,CLP
2025-07-24,IQQ,CJC,JetSmart,24490,CLP
2025-07-16,SCL,IQQ,LATAM,18484,CLP
2025-07-23,PMC,LSC,LATAM,50621,CLP
2025-08-03,IQQ,ANF,Sky,143621,CLP
2025-07-08,PMC,IQQ,Sky,91969,CLP
2025-07-19,CJC,SCL,LATAM,147134,CLP
2025-07-24,SCL,PMC,LATAM,122863,CLP
2025-07-06,CJC,LSC,LATAM,89058,CLP
2025-07-30,SCL,CJC,JetSmart,117410,CLP
2025-07-08,IQQ,CJC,LATAM,82776,CLP
2025-07-17,ANF,PMC,JetSmart,86530,CLP
2025-07-02,PMC,SCL,Sky,77690,CLP
2025-07-31,CJC,ANF,JetSmart,56721,CLP
2025-07-07,PMC,SCL,Sky,57316,CLP
2025-07-08,CJC,ANF,LATAM,109404,CLP
2025-08-06,SCL,CJC,Sky,107140,CLP
2025-08-06,LSC,ANF,Sky,117890,CLP
2025-07-28,PMC,ANF,Sky,18908,CLP
2025-08-08,LSC,SCL,LATAM,87753,CLP
2025-07-29,PMC,LSC,Sky,31413,CLP
2025-07-26,LSC,CJC,JetSmart,115560,CLP
2025-07-31,PMC,CJC,JetSmart,46570,CLP
2025-07-31,PMC,CJC,Sky,133398,CLP
2025-07-28,PMC,LSC,Sky,128160,CLP
2025-08-02,SCL,PMC,JetSmart,65057,CLP
2025-07-26,LSC,PMC,LATAM,128031,CLP
2025-07-16,ANF,IQQ,LATAM,90087,CLP
2025-07-05,CJC,LSC,LATAM,21247,CLP
2025-08-08,SCL,PMC,JetSmart,92136,CLP
2025-08-04,LSC,CJC,Sky,112892,CLP
2025-08-07,CJC,PMC,LATAM,39555,CLP
2025-08-02,IQQ,SCL,LATAM,20939,CLP
2025-07-09,PMC,IQQ,Sky,40982,CLP
2025-08-12,CJC,PMC,LATAM,23913,CLP
2025-08-04,IQQ,PMC,JetSmart,82209,CLP
2025-08-13,PMC,IQQ,LATAM,116061,CLP
2025-07-24,SCL,PMC,JetSmart,90128,CLP
2025-07-08,LSC,CJC,Sky,102627,CLP
2025-07-05,LSC,IQQ,JetSmart,40892,CLP
2025-07-30,ANF,SCL,LATAM,68018,CLP
2025-07-21,ANF,SCL,JetSmart,30815,CLP
2025-08-15,PMC,SCL,LATAM,41917,CLP
2025-07-16,SCL,LSC,Sky,126758,CLP
2025-08-08,ANF,CJC,JetSmart,126795,CLP
2025-07-11,SCL,ANF,LATAM,17788,CLP
2025-07-09,CJC,ANF,Sky,21948,CLP
2025-07-08,IQQ,SCL,Sky,103518,CLP
2025-08-08,CJC,PMC,JetSmart,133089,CLP
2025-07-14,PMC,IQQ,LATAM,16257,CLP
2025-07-26,PMC,ANF,Sky,36802,CLP
2025-07-10,LSC,PMC,Sky,37609,CLP
2025-07-12,CJC,PMC,LATAM,99662,CLP
2025-07-05,PMC,SCL,JetSmart,91729,CLP
2025-08-14,SCL,PMC,Sky,122491,CLP
2025-08-02,IQQ,ANF,JetSmart,114448,CLP
2025-07-12,CJC,ANF,Sky,106729,CLP
2025-07-24,IQQ,PMC,LATAM,112815,CLP
2025-07-23,ANF,LSC,Sky,133972,CLP
2025-08-01,ANF,IQQ,LATAM,116788,CLP
2025-07-19,SCL,LSC,JetSmart,35324,CLP
2025-08-02,ANF,PMC,JetSmart,129921,CLP
2025-08-14,SCL,ANF,LATAM,100144,CLP
2025-07-13,CJC,IQQ,JetSmart,127904,CLP
2025-08-05,LSC,CJC,Sky,125515,CLP
2025-07-04,LSC,CJC,JetSmart,99513,CLP
2025-07-13,CJC,PMC,Sky,59418,CLP
2025-07-09,IQQ,ANF,JetSmart,93881,CLP
2025-07-02,PMC,SCL,JetSmart,21817,CLP
2025-07-08,PMC,IQQ,JetSmart,140500,CLP
2025-08-11,PMC,SCL,Sky,26607,CLP
2025-07-29,ANF,PMC,JetSmart,144510,CLP
2025-07-31,IQQ,SCL,Sky,71433,CLP
2025-08-07,LSC,PMC,JetSmart,87340,CLP
2025-08-11,PMC,SCL,LATAM,38863,CLP
2025-07-06,CJC,SCL,LATAM,17548,CLP
2025-08-09,LSC,SCL,JetSmart,86919,CLP
2025-07-23,SCL,PMC,JetSmart,70918,CLP
2025-07-01,LSC,CJC,LATAM,58517,CLP
2025-08-13,CJC,PMC,JetSmart,58278,CLP
2025-08-03,PMC,CJC,JetSmart,46389,CLP
2025-07-17,IQQ,ANF,Sky,27606,CLP
2025-07-24,LSC,IQQ,JetSmart,29404,CLP
2025-07-18,ANF,PMC,JetSmart,117722,CLP
2025-07-06,PMC,LSC,JetSmart,57095,CLP
2025-07-26,LSC,CJC,Sky,24964,CLP
2025-07-12,PMC,LSC,Sky,118593,CLP
2025-07-15,PMC,CJC,Sky,55895,CLP
2025-07-13,PMC,IQQ,Sky,87024,CLP
2025-08-13,ANF,IQQ,Sky,52174,CLP
2025-07-26,PMC,SCL,LATAM,110331,CLP
2025-08-09,LSC,CJC,JetSmart,15792,CLP
2025-07-11,SCL,ANF,LATAM,123160,CLP
2025-07-22,IQQ,LSC,JetSmart,65133,CLP
2025-08-11,LSC,IQQ,JetSmart,32645,CLP
2025-08-13,IQQ,LSC,JetSmart,122046,CLP
2025-07-16,SCL,LSC,JetSmart,100893,CLP
2025-07-29,LSC,CJC,Sky,32226,CLP
2025-07-14,LSC,IQQ,JetSmart,23764,CLP
2025-07-22,IQQ,ANF,LATAM,141440,CLP
2025-07-03,ANF,SCL,LATAM,106638,CLP
2025-07-18,CJC,ANF,JetSmart,26758,CLP
2025-07-16,LSC,SCL,JetSmart,102027,CLP
2025-07-10,LSC,ANF,LATAM,115692,CLP
2025-07-13,IQQ,CJC,Sky,94567,CLP
2025-07-16,ANF,CJC,Sky,44303,CLP
2025-07-04,SCL,LSC,Sky,35480,CLP
2025-07-19,SCL,LSC,Sky,38667,CLP
2025-07-10,IQQ,ANF,LATAM,49677,CLP
2025-07-29,IQQ,PMC,JetSmart,134209,CLP
2025-07-24,PMC,CJC,JetSmart,78162,CLP
2025-07-29,LSC,PMC,LATAM,119573,CLP
2025-08-12,PMC,CJC,LATAM,60303,CLP
2025-08-09,CJC,PMC,JetSmart,129918,CLP
2025-08-06,CJC,IQQ,LATAM,72169,CLP
2025-08-04,IQQ,PMC,Sky,100304,CLP
2025-07-21,LSC,PMC,JetSmart,126426,CLP
2025-07-22,LSC,SCL,Sky,91116,CLP
2025-08-15,LSC,PMC,JetSmart,24945,CLP
2025-07-06,SCL,PMC,Sky,132271,CLP
2025-07-20,IQQ,CJC,Sky,35311,CLP
2025-08-08,SCL,LSC,LATAM,70168,CLP
2025-08-02,ANF,SCL,JetSmart,77223,CLP
2025-07-19,CJC,LSC,Sky,114507,CLP
2025-07-25,ANF,LSC,JetSmart,33490,CLP
2025-07-21,SCL,IQQ,Sky,102048,CLP
2025-08-05,IQQ,CJC,LATAM,84880,CLP
2025-07-24,IQQ,ANF,LATAM,28901,CLP
2025-07-24,PMC,CJC,Sky,56709,CLP
2025-07-20,ANF,IQQ,Sky,84410,CLP
2025-07-05,LSC,PMC,Sky,62417,CLP
2025-07-02,CJC,SCL,JetSmart,57708,CLP
2025-07-02,LSC,IQQ,Sky,148958,CLP
2025-07-24,IQQ,ANF,LATAM,48897,CLP
